TEMPORAL;AMPLITUDE
0;-0,10877664824611818
1;0,008651878694684608
2;0,0193209984479722
3;0,021163678111762754
4;0,00936154396777375
5;-0,030550602765778184
6;0,021269396195562975
7;-0,014114896741641117
8;0,0017617572466240797
9;-0,0032135642436143326
10;0,0032279055960101736
11;0,012313716402501309
12;0,001990736865966167
13;0,0005259017647079632
14;-0,014409588836830736
15;0,004293295215583004
16;-0,000273581016562948
17;0,00488812195223034
18;-0,004870723564388025
19;-0,0023904536476764045
20;0,008382142790007955
21;-0,010594163531496635
22;0,015511516586153797
23;-0,016792107945370137
24;0,004411232415911283
25;0,0038700502516909544
26;-0,0023776179578672164
27;0,007667474547431819
28;-0,023831053360119675
29;0,011935066982415164
30;0,0035846015156444644
31;0,005794786439011777
32;0,008638144484297408
33;-0,01242569067391625
34;0,00028491549198186384
35;-0,009856882220884211
36;0,009700144389871688
37;0,009507601214602729
38;-0,0015027835463322864
39;-0,006019797370832873
40;-0,0046223137791865515
41;0,003976522172852742
42;-0,0007274611872829422
43;0,00036408687231820276
44;-0,005619658108525514
45;0,006164452838795759
46;-0,003905169351628398
47;0,002001476641750869
48;-0,0003087517124660288
49;0,00858441641583294
50;-0,005871374092881638
51;-0,0034361114253596056
52;-0,00612503238708802
53;0,012470040265953683
54;-0,0010505064276731878
55;-0,0001292771393454164
56;-0,008051161213949894
57;0,004141638724114919
58;0,0006039185932862341
59;0,003591010042596494
60;0,000823917214443871
61;0,00005532951599993095
62;0,0030835859488370296
63;-0,0038921211706071344
64;-0,0020541222656801643
65;-0,0005876972331884118
66;0,004226733635949567
67;0,001643183099361695
68;-0,0006437676921186199
69;-0,004898872598148863
70;-0,0067534610501462315
71;0,006404071580942004
72;-0,0030880899205979204
73;0,008532121207980973
74;-0,0016902304061746963
75;0,0014264217725383599
76;0,0021742388398383844
77;-0,006113259952240643
78;0,004824161218988932
79;0,005403599051136059
80;-0,010049617345717531
81;0,005944410329139454
82;-0,015298603821097465
83;0,013467071221710737
84;-0,010796393752182588
85;0,005061580175589724
86;-0,003342100826181022
87;0,009392776011881524
88;0,002435126057215408
89;-0,00407806800428806
90;-0,0038919196351520145
91;-0,010930414980950756
92;0,010566307935335816
93;-0,006007279645073535
94;0,007383912877476358
95;-0,001379253324864862
96;0,0032144504847689895
97;-0,00463622998789872
98;-0,0117909075648117
99;0,00557602924410143
100;0,011342471542220973
101;0,007362120094970512
102;-0,0012814875834309609
103;-0,015952688196227777
104;0,004131207803503949
105;0,00007055446457691515
106;0,009830535056867986
107;-0,005660291511770292
108;-0,0071971946359842415
109;0,0018019102361192699
110;0,001623860881874893
111;0,0005424395246053744
112;-0,001348306258632674
113;0,000699240801164505
114;-0,005169064067712658
115;0,005119300509090718
116;0,0017297427769500959
117;0,005509497698579323
118;-0,002983486177303482
119;-0,007374639247662365
120;0,005410910050568266
121;-0,005308600747373432
122;0,01414164565504619
123;-0,0055720105760421
124;0,0007480855826611482
125;-0,008507179596086014
126;0,013635411877804468
127;-0,002599620856988517
128;-0,01105367129330047
129;0,005349752183011527
130;0,0015823612148044373
131;0,014690114011914033
132;-0,020368465037338863
133;-0,005825634242042092
134;-0,0046686723249537996
135;-0,0013145065823734472
136;0,022921132704568258
137;-0,0009000305046623637
138;0,0005460932506965196
139;-0,004760287329420673
140;0,007416380294950092
141;-0,009766719798909269
142;-0,02265862990771267
143;0,025461587500164504
144;0,015832088386367325
145;0,015995490172605376
146;-0,025961920621125102
147;-0,011402417369880735
148;-0,003908664845984232
149;-0,0223344081697703
150;0,03238066752786798
151;-0,007246914151423082
152;0,01920386934050395
153;-0,01835224476122777
154;-0,004033680386430969
155;0,009639377179970515
156;-0,005848251316779039
157;0,01840932780610143
158;-0,0065146133208117026
159;0,006688895939101283
160;-0,010493872886231005
161;-0,001991075176864864
162;0,0010003440604763585
163;-0,0050282200720735415
164;0,0073356988273358195
165;-0,007890978106950754
166;0,0010472237448479896
167;-0,009449891605288061
168;-0,009161831299784588
169;0,016572526677881526
170;-0,00017458596818102564
171;0,013044603720589725
172;-0,017577958139182587
173;0,004321117855710736
174;-0,011818049528097462
175;-0,00273489039086055
176;-0,0017202414557175305
177;-0,010457602893863945
178;0,029369696093988935
179;-0,012397619677240648
180;0,013554253233838385
181;-0,01411545714146164
182;0,003928696956825301
183;0,007178716332980974
184;-0,000927203350597924
185;0,004724265360942009
186;-0,0075867304221462345
187;-0,008120864760148862
188;0,0006006686008813814
189;0,0017312068973616916
190;0,00934777475594957
191;-0,008788955482188415
192;0,006497727236319835
193;-0,005689387446607129
194;0,011598842148837028
195;-0,009525804029000069
196;-0,005405176794556126
197;0,006333388760596487
198;0,008630259497286236
199;0,0071482332801149125
200;-0,010900055250949888
201;-0,005370025907345418
202;-0,0009134304956731863
203;0,007806569266953684
204;0,0033567900849119786
205;-0,010751845471359602
206;0,008676958799118357
207;-0,0018875355031670563
208;0,011385491489533973
209;-0,017029429306249136
210;0,0047284582873716036
211;-0,0010840296672042422
212;0,0025708098704744892
213;-0,0008037701296818026
214;-0,003991866964282943
215;0,0025656162908527396
216;-0,004932189043186547
217;0,001528256207167125
218;0,00018044067666771646
219;0,0036228134746027346
220;0,0045858968938716944
221;-0,008482813441884224
222;0,00044466220198185937
223;-0,0011268638969162551
224;0,005431271586297415
225;0,013834364671011786
226;-0,005308078296355532
227;0,011640606724415171
228;-0,018326534108119682
229;0,005109980387431816
230;-0,01349669390286722
231;0,002213893000690962
232;0,012789914414911284
233;-0,0061461767333701334
234;0,016778274145153795
235;-0,018096590844496642
236;0,009686598094007966
237;-0,01562995348067641
238;-0,0002299818373880263
239;0,009454046842230347
240;-0,0028924721955629496
241;0,010348299841583008
242;-0,02093749956783076
243;0,009319904136707979
244;-0,003960604012033836
245;0,009341700105501316
246;-0,005140338390989821
247;-0,004996654974614335
248;0,019668124596624075
249;-0,014572531953641141
250;0,013484815206562995
251;-0,02527007540377819
252;0,0025719578567737445
253;0,022224338465762827
254;0,006476787141972173
255;0,014520265051684671
256;-0,08871218336811819
257;0,011032566579684608
258;-0,0023043836880278015
259;0,033687436938762756
260;-0,00772356681922625
261;0,004086591751221817
262;0,0016690470715629742
263;-0,002114128872641117
264;-0,01049361048537592
265;-0,0012304631566143326
266;0,0007052896600101733
267;0,013555200907501308
268;0,002721992570966167
269;0,001407676627707963
270;-0,018036796586830734
271;0,0007637289655830039
272;0,0006608055784370519
273;0,006805225688230341
274;0,015520985385611974
275;-0,011791109057676405
276;0,006258884625007954
277;-0,019014079315496635
278;0,010142574397153797
279;-0,003459456232370135
280;0,0021671171719112835
281;0,003214100748690955
282;0,004712834968132785
283;-0,0008263780045681809
284;-0,0055117825661196735
285;-0,011122617753584836
